company_sort_id,shareholder_name,shareholder_description,share_percentage,shareholder_tag,,,,
61,GreenHouse Capital,A leading fintech investment firm in Africa that supports startups in the financial technology sector.,/,Finance,,,,
61,YCombinator,A prominent American seed money startup accelerator that has backed CredPal.,/,Finance,,,,
61,TLP Investments,Another significant investor providing strategic support and capital,/,Finance,,,,
62,Sequoia Capital India,A significant investor known for backing numerous successful tech startups in India.,20.00%,Finance,,,,
62,New Enterprise Associates (NEA),A global venture capital firm that has invested in MoneyTap.,15.00%,Finance,,,,
62,Prime Venture Partners,An early-stage VC firm supporting MoneyTap in its expansion.,15.00%,Finance,,,,
62,MegaDelta Capital,A venture capital firm investing in high-growth businesses in India,10.00%,Finance,,,,
62,Credit Saison,A Japanese financial services company that has partnered with MoneyTap for strategic growth.,10.00%,Finance,,,,
63,Temasek Holdings,Significant investor known for investing in high-growth companies.,/,Finance,,,,
63,International Finance Corporation (IFC),Provides strategic support and capital for Jungle Ventures.,/,Finance,,,,
63,Sequoia Capital India,Another major investor supporting Jungle Ventures in various rounds.,/,Finance,,,,
63,Nexus Venture Partners,"Participates in several funding rounds, helping to scale operations.",/,Finance,,,,
64,Target Global,A prominent venture capital firm investing in technology companies globally.,20.00%,Finance,,,,
64,Costanoa Ventures ,A venture capital firm that focuses on early-stage investments in financial technology and other sectors.,15.00%,Finance,,,,
64,Lux Capital,Known for investing in emerging science and technology ventures.,15.00%,Finance,,,,
64,Omidyar Network,A philanthropic investment firm that supports innovative solutions for global social impact.,10.00%,Finance,,,,
64,Samurai Incubate,A venture capital firm that provides seed funding and business development support.,10.00%,Finance,,,,
64,Elefund,A venture capital firm focused on early-stage technology investments.,10.00%,Finance,,,,
64,LocalGlobe,A UK-based venture capital firm investing in early-stage startups.,5.00%,Finance,,,,
64,Lateral Capital,An investment firm that supports high-growth businesses in Africa.,5.00%,Finance,,,,
64,DFS Lab ,An accelerator and investor focusing on fintech startups in emerging markets.,5.00%,Finance,,,,
65,Warburg Pincus,"Largest shareholder, specific percentage not disclosed but significant.",/,Individual,,,,
65,Goodwater Capital,"Significant institutional investor, co-led the recent Series D funding round.",/,Finance,,,,
65,Affirma Capital,Participated in the recent funding rounds.,/,Finance,,,,
65,Kora Management,An investment firm that has also invested in MoMo.,/,Finance,,,,
65,Tybourne Capital Management,Contributed to the investment rounds.,/,Finance,,,,
65,Macquarie Capital,Involved in the funding.,/,Finance,,,,
66,SoftBank Ventures Asia,A venture capital firm specializing in early-stage tech investments across Asia.,25.00%,Finance,,,,
66,Alpha JWC Ventures,An Indonesia-focused venture capital firm investing in early-stage startups.,20.00%,Finance,,,,
66,Horizons Ventures,"A private investment arm of Hong Kong tycoon Li Ka-Shing, known for investing in technology startups globally.",15.00%,Finance,,,,
66,Insignia Ventures Partners,A Southeast Asia-focused venture capital firm supporting early-stage tech companies.,10.00%,Finance,,,,
66,Y Combinator,A well-known American seed accelerator that supports startups globally.,10.00%,Finance,,,,
66,Digital Garage,A Japan-based company that invests in digital and internet businesses.,10.00%,Finance,,,,
67,Larry Diamond,"Co-founder and CEO of Zip, holding the largest individual stake in the company.",6.70%,Individual,,,,
67,"State Street Global Advisors, Inc","A major institutional investor, providing strategic financial backing.",4.80%,Finance,,,,
67,"The Vanguard Group, Inc.","Another significant institutional investor, known for its extensive portfolio management.",4.20%,Finance,,,,
67,JPMorgan Chase & Co.,"Includes investments from their brokerage, securities, and private banking divisions.",/,Individual,,,,
68,Junaid Wahedna,"Founder and former CEO of Wahed, instrumental in establishing the company as a leading platform for halal investments.",/,/,,,,
68,Saudi Aramco Entrepreneurship Ventures,"A significant investor that participated in Wahed閳ユ�?funding rounds, supporting its growth in the fintech sector.",/,Finance,,,,
68,Cue Ball Capital,"A venture capital firm that has invested in Wahed, focusing on innovative financial solutions.",/,Finance,,,,
68,BECO Capital,"Another venture capital firm that has backed Wahed, contributing to its expansion and development.",/,Finance,,,,
68,Khabib Nurmagomedov,"The former UFC champion joined as an investor and brand ambassador, enhancing Wahed閳ユ�?visibility in the market.",/,Individual,,,,
69,/,/,27.32%,Finance,,,,
69,/,/,8.46%,Finance,,,,
70,SVAVA PTE. LTD.,/,36.14%,Finance,,,,
71,Lalit Keshre,"Co-founder and CEO of Groww, instrumental in shaping the platform閳ユ�?vision to simplify investing for users in India.",/,Individual,,,,
71,Harsh Jain,"Co-founder and COO, focusing on operational strategies and user engagement to enhance the platform閳ユ�?offerings.",/,Individual,,,,
71,Tiger Global Management," A leading investment firm that has significantly backed Groww, supporting its growth in the fintech sector.",/,Finance,,,,
71,Y Combinator,"The renowned startup accelerator that has invested in Groww, helping it scale its operations and reach.",/,Finance,,,,
71,Ribbit Capital,"A venture capital firm focused on fintech investments, contributing to Groww閳ユ�?funding rounds.",/,Finance,,,,
71,Sequoia Capital India,Another major investor that has supported Groww閳ユ�?growth trajectory in the competitive fintech landscape.,/,Finance,,,,
72,WMT,/,45.01%,Finance,,,,
72,"TECO CAPITAL INVESTMENT Co., Ltd.",/,10.53%,Finance,,,,
72,"WOORI HOMESHOPPING Co., Ltd.",/,7.92%,Finance,,,,
73,Ifeoluwa Popoola,"Co-founder and CEO of Kolopay, leading the company閳ユ�?mission to provide innovative savings solutions for users in Nigeria.",/,Individual,,,,
73,Ogunlowo Ayoola,"Co-founder and a key figure in the development of Kolopay, focusing on enhancing the platform閳ユ�?features and user experience.",/,Individual,,,,
73,Itanna,"A venture capital firm that has invested in Kolopay, supporting its growth in the fintech sector.",/,Finance,,,,
74,Chijioke Dozie,"Co-founder and CEO of Carbon, instrumental in the company閳ユ�?growth and its mission to provide accessible financial services in Nigeria.",/,Individual,,,,
74,Ngozi Dozie,"Co-founder and a key figure in the strategic direction of Carbon, focusing on expanding its offerings in digital banking.",/,Individual,,,,
74,Net1 UEPS Technologies,"A significant investor that has backed Carbon, supporting its growth in the fintech sector.",/,Finance,,,,
74,Lendable,"A financial technology company that has provided debt financing to Carbon, enhancing its lending capabilities.",/,Finance,,,,
75,Michael Wilkerson,"Co-founder and CEO of Tugende, leading the company閳ユ�?mission to provide asset financing and credit solutions for micro, small, and medium enterprises (MSMEs) in East Africa.",/,Individual,,,,
75,Matt Brown,"Co-founder and board member, contributing to the strategic direction and growth of Tugende.",/,Individual,,,,
75,Women閳ユ�?World Banking,"An investor focused on advancing women閳ユ�?financial inclusion, which has supported Tugende閳ユ�?growth through funding.",/,Finance,,,,
75,Partech,"A venture capital firm that has invested in Tugende, helping to expand its reach and impact in the fintech sector.",/,Finance,,,,
75,Denali Venture Philanthropy,An impact investor that supports Tugende閳ユ�?mission to provide financial services to underserved communities.,/,Finance,,,,
75,Mobility 54 Investment,"A corporate venture capital firm that has backed Tugende, focusing on mobility and financial services.",/,Finance,,,,
76,PT Akulaku Silvrr Indonesia,PT Akulaku Silvrr Indonesia is part of Akulaku Group that offers e-commerce  services,27.32%,E-commerce,,,,
76,PT Gozco Capital,Gozco Capital is part of Gozco group that was established in 1990 and has commercial banks and people's credit banks,8.46%,Finance,,,,
76,Rockcore Financial Technology Co. Ltd.,Rockcore Financial Technology Co. Ltd. is a company that was established based on Cayman Islands' law and runs as an e-commerce services,6.12%,E-commerce,,,,
77,/,/,/,/,,,,
78,M&G Investment Management Ltd.,"A leading asset management firm in the UK, managing a diverse range of investment products and services for clients globally.",13.90%,Finance,,,,
78,Aberforth Partners LLP,"An investment management firm specializing in small UK quoted companies, focused on delivering superior long-term investment returns.",11.15%,Finance,,,,
78,Lombard Odier Asset Management (Europe) Ltd.,"An independent global wealth and asset manager, dedicated to providing tailored investment solutions across various asset classes.",6.35%,Finance,,,,
78,Slater Investments Ltd.,An investment management company that focuses on running segregated mandates for corporate clients and high-net-worth individuals.,5.39%,Finance,,,,
78,Fidelity Management & Research Co. LLC,"A major American financial services corporation, known for its extensive range of mutual funds and investment management services.",5.05%,Finance,,,,
78,The Wellcome Trust Ltd. (Investment Management),A global charitable foundation that invests in a wide array of assets to support health research and initiatives.,5.02%,Finance,,,,
78,Premier Fund Managers Ltd.,"An investment management firm offering a range of mutual funds and investment trusts, focusing on active management strategies.",4.90%,Finance,,,,
78,Schroder Investment Management Ltd.,A global investment manager providing a broad range of asset management services across public and private markets.,4.51%,Finance,,,,
78,CACEIS Bank SA,"The asset servicing banking group of Cr鑼卍it Agricole, dedicated to providing services to asset managers, banks, and corporate clients.",4.35%,Finance,,,,
78,Dimensional Fund Advisors LP,"An investment firm known for applying academic research to practical investing, managing a wide range of equity and fixed income strategies.",4.04%,Finance,,,,
79,John Oke,"Co-founder and CEO of Spring in Africa, a fintech platform focused on providing innovative financial solutions and multi-currency wallets for users in Africa.",/,Individual,,,,
79,Joseph Benson-Aruna,"Co-founder and a key figure in the development of Spring in Africa, contributing to its mission of enhancing financial accessibility in emerging markets.",/,Individual,,,,
79,9Yards Capital,"A venture capital firm that has invested in Spring in Africa, supporting its growth in the fintech sector.",/,Finance,,,,
79,Saviu Ventures,"Another investor that has backed Spring in Africa, focusing on innovative startups in the financial technology space.",/,Finance,,,,
80,Fredrick Adams,"Co-founder and Chief Product Officer of Bankly, leading the development of innovative financial solutions aimed at enhancing digital payments in Nigeria.",/,Individual,,,,
