company_sort_id,website,employee_size,size_category,tech_summary,,,,,,,,
266,https://levelbank.com/,793,501 - 1000 staffs,"Level uses 15 technology products and services including HTML5, Amazon Route 53, and Amazon EC2, according to G2 Stack. It is actively using 77 technologies for its website, according to BuiltWith. These include iPhone / Mobile Compatible, Viewport Meta, and SPF.",,,,,,,,
267,https://www.tandem.co.uk/,398,201 - 500 staffs,"Tandem Bank is actively using 14 technologies for its website, according to BuiltWith. These include SPF, Domain Not Resolving, and Euro.",,,,,,,,
268,https://www.fintonic.com/,98,1 - 100 staffs,"fintonic uses 68 technology products and services including HTML5, Disqus, and HubSpot Marketing Hub, according to G2 Stack. It is actively using 60 technologies for its website, according to BuiltWith. These include iPhone / Mobile Compatible, Viewport Meta, and SPF.",,,,,,,,
269,https://zero.app/,/,/,/,,,,,,,,
270,https://www.allica.bank/,622,501 - 1000 staffs,"Allica Bank is actively using 11 technologies for its website, according to BuiltWith. These include Domain Not Resolving, nginx, and Google.",,,,,,,,
271,https://www.koho.ca/,379,201 - 500 staffs,"KOHO Financial uses 46 technology products and services including HTML5, Google Fonts, and Adobe Flash, according to G2 Stack. It Financial is actively using 146 technologies for its website, according to BuiltWith. These include SPF, Domain Not Resolving, and SSL by Default.",,,,,,,,
272,https://www.creditsesame.com/sesamecash/,120,101 - 200 staffs,"Credit Sesame uses 43 technology products and services including HTML5, Google Drive, and Fastly, according to G2 Stack. It is actively using 88 technologies for its website, according to BuiltWith. These include Domain Not Resolving, SSL by Default, and LetsEncrypt.",,,,,,,,
273,https://www.grao.com.br/,98,1 - 100 staffs,"Grão is actively using 73 technologies for its website, according to BuiltWith. These include Domain Not Resolving, Amazon, and Organization Schema.",,,,,,,,
274,https://getpenta.com/en/,1830,1000+ staffs,/,,,,,,,,
275,https://www.papara.com/en/,868,501 - 1000 staffs,"Papara is actively using 67 technologies for its website, according to BuiltWith. These include SPF, Domain Not Resolving, and SSL by Default.",,,,,,,,
276,https://bnext.es/,80,1 - 100 staffs,"Bnext uses 11 technology products and services including HTML5, HubSpot Marketing Hub, and Office 365, according to G2 Stack. It is actively using 58 technologies for its website, according to BuiltWith. These include SPF, HSTS, and Amazon.",,,,,,,,
277,https://www.voltbank.com.au/,13,1 - 100 staffs,/,,,,,,,,
278,https://chetwood.co/,261,201 - 500 staffs,"Chetwood Financial is actively using 25 technologies for its website, according to BuiltWith. These include Domain Not Resolving, Font Awesome, and Apache.",,,,,,,,
279,https://iudu.com.ar/,125,101 - 200 staffs,"IUDU is actively using 21 technologies for its website, according to BuiltWith. These include HSTS, Mobile Non Scaleable Content, and reCAPTCHA.",,,,,,,,
280,https://www.gohenry.com/,224,201 - 500 staffs,"GoHenry uses 11 technology products and services including HTML5, Lightbox, and Google Analytics, according to G2 Stack. It is actively using 74 technologies for its website, according to BuiltWith. These include SPF, Domain Not Resolving, and SSL by Default.",,,,,,,,
281,https://www.northmill.com/,173,101 - 200 staffs,"Northmill Bank uses 31 technology products and services including HTML5, Facebook Comments, and Teamtailor, according to G2 Stack. It is actively using 93 technologies for its website, according to BuiltWith. These include iPhone / Mobile Compatible, Viewport Meta, and Domain Not Resolving.",,,,,,,,
282,https://www.avantmoney.ie/,211,201 - 500 staffs,"Avant Money is actively using 7 technologies for its website, according to BuiltWith. These include Domain Not Resolving, YouTube, and Microsoft.",,,,,,,,
283,https://www.avantcard.ie/,211,201 - 500 staffs,"AvantCard is actively using 13 technologies for its website, according to BuiltWith. These include SPF, Domain Not Resolving, and DMARC.",,,,,,,,
284,https://www.avante.com.vc/,94,1 - 100 staffs,"Avante uses 26 technology products and services including HTML5, Facebook Comments, and Amazon Route 53, according to G2 Stack. It is actively using 31 technologies for its website, according to BuiltWith. These include iPhone / Mobile Compatible, Viewport Meta, and Domain Not Resolving.",,,,,,,,
285,https://acessobank.com.br/,/,/,"Acesso is actively using 32 technologies for its website, according to BuiltWith. These include Domain Not Resolving, Amazon, and Cloudflare CDN.",,,,,,,,
286,https://space.ge/,58,1 - 100 staffs,/,,,,,,,,
287,https://www.rewire.com/,189,101 - 200 staffs,"Rewire uses 12 technology products and services including HTML5, Google Analytics, and Vimeo, according to G2 Stack. It is actively using 43 technologies for its website, according to BuiltWith. These include SPF, Domain Not Resolving, and HSTS.",,,,,,,,
288,https://www.yolt.com/,/,/,"Yolt uses 16 technology products and services including HTML5, jQuery, and F5 NGINX, according to G2 Stack. It is actively using 10 technologies for its website, according to BuiltWith. These include iPhone / Mobile Compatible, Viewport Meta, and Domain Not Resolving.",,,,,,,,
289,https://www.cumplo.cl/,/,/,"Cumplo uses 12 technology products and services including HTML5, Office 365, and Google Drive, according to G2 Stack. It is actively using 71 technologies for its website, according to BuiltWith. These include iPhone / Mobile Compatible, Viewport Meta, and SPF.",,,,,,,,
290,https://magnetis.com.br/,15,1 - 100 staffs,"Magnetis Investimentos is actively using 3 technologies for its website, according to BuiltWith. These include Apple Mobile Web Clips Icon, Unified Layer, and Leafly.",,,,,,,,
291,https://www.m1finance.com/,239,201 - 500 staffs,"M1 Finance uses 13 technology products and services including HTML5, Google Drive, and Google Analytics, according to G2 Stack. It is actively using 64 technologies for its website, according to BuiltWith. These include HSTS, Amazon, and Content Delivery Network.",,,,,,,,
292,https://www.deserve.com/,163,101 - 200 staffs,"Deserve Cards uses 41 technology products and services including HTML5, Google Maps API, and Wordpress, according to G2 Stack. It is actively using 9 technologies for its website, according to BuiltWith. These include Amazon, COVID-19, and UNPKG.",,,,,,,,
293,https://paybright.com/,12,1 - 100 staffs,"PayBright uses 21 technology products and services including HTML5, BrowserStack, and Cloudflare CDN, according to G2 Stack. It is actively using 87 technologies for its website, according to BuiltWith. These include iPhone / Mobile Compatible, Viewport Meta, and SPF.",,,,,,,,
294,https://www.lineru.com/,/,/,"Zinobe uses 19 technology products and services including HTML5, Google Fonts, and Wordpress, according to G2 Stack. It is actively using 12 technologies for its website, according to BuiltWith. These include Domain Not Resolving, HSTS, and CrUX Dataset.",,,,,,,,
295,https://www.geru.com.br/,37,1 - 100 staffs,"Geru uses 24 technology products and services including HTML5, Google Fonts, and Office 365, according to G2 Stack. It is actively using 38 technologies for its website, according to BuiltWith. These include SPF, Domain Not Resolving, and SSL by Default.",,,,,,,,
296,https://www.86400.com.au/,871,501 - 1000 staffs,/,,,,,,,,
297,https://www.somosmach.com/,431,201 - 500 staffs,"Mach is actively using 41 technologies for its website, according to BuiltWith. These include iPhone / Mobile Compatible, Viewport Meta, and Domain Not Resolving.",,,,,,,,
298,https://www.getchip.uk/,203,201 - 500 staffs,"Chip uses 26 technology products and services including HTML5, jQuery, and F5 NGINX, according to G2 Stack. It is actively using 15 technologies for its website, according to BuiltWith. These include Domain Not Resolving, DNSSEC, and Ubuntu.",,,,,,,,
